timestamp,team_id,resolution_time,customer_satisfaction,status
10/09/2024 01:24:45,team1,254.0,1.0,2
10/05/2024 15:54:48,team1,,,1
10/08/2024 09:53:14,team1,167.0,1.0,4
10/04/2024 17:17:24,team1,181.0,5.0,0
10/04/2024 12:09:54,team1,64.0,,3
10/01/2024 00:27:47,team1,259.0,5.0,0
10/09/2024 09:18:40,team1,267.0,1.0,5
10/09/2024 08:21:46,team1,,5.0,1
10/01/2024 08:05:34,team1,114.0,,0
10/05/2024 00:32:45,team1,50.0,1.0,1
10/06/2024 01:28:00,team1,116.0,,3
10/07/2024 16:06:20,team1,,4.0,3
10/01/2024 16:42:05,team1,227.0,3.0,2
10/02/2024 12:02:16,team1,,3.0,5
10/04/2024 11:09:29,team1,72.0,,5
10/08/2024 19:15:34,team1,,2.0,4
10/03/2024 08:45:52,team1,30.0,4.0,4
10/04/2024 09:18:10,team1,266.0,,4
10/05/2024 06:23:09,team1,198.0,5.0,2
10/02/2024 23:09:45,team1,119.0,,0
10/06/2024 14:50:39,team1,38.0,5.0,2
10/01/2024 16:04:10,team1,211.0,,5
10/05/2024 05:33:13,team1,183.0,,0
10/03/2024 15:31:04,team1,44.0,,0
10/02/2024 17:02:36,team1,258.0,,0
10/05/2024 14:55:06,team1,,3.0,2
10/02/2024 13:51:29,team1,86.0,2.0,4
10/07/2024 07:32:55,team1,63.0,2.0,1
10/01/2024 19:00:38,team1,82.0,,0
10/03/2024 22:03:34,team1,193.0,,4
10/02/2024 00:20:21,team1,279.0,4.0,0
10/07/2024 18:59:15,team1,,,5
10/08/2024 14:13:45,team1,77.0,1.0,1
10/05/2024 02:38:17,team1,90.0,2.0,1
10/07/2024 10:37:49,team1,211.0,,4
10/04/2024 17:22:24,team1,229.0,5.0,1
10/06/2024 10:02:42,team1,,2.0,3
10/02/2024 13:12:36,team1,48.0,5.0,3
10/07/2024 06:08:55,team1,276.0,5.0,0
10/06/2024 15:40:37,team1,59.0,1.0,5
10/04/2024 15:29:08,team1,,2.0,2
10/08/2024 23:14:01,team1,214.0,,0
10/05/2024 02:58:29,team1,,,0
10/08/2024 20:14:48,team1,33.0,2.0,0
10/02/2024 08:07:13,team1,210.0,,3
10/04/2024 13:05:36,team1,212.0,4.0,4
10/06/2024 05:03:33,team1,154.0,,3
10/07/2024 02:36:42,team1,179.0,2.0,2
10/03/2024 05:12:24,team1,275.0,1.0,1
10/06/2024 15:04:04,team1,251.0,2.0,0
10/08/2024 05:45:16,team1,73.0,,5
10/01/2024 09:14:41,team1,168.0,4.0,2
10/08/2024 21:08:52,team1,218.0,,3
10/06/2024 04:09:13,team1,186.0,,4
10/04/2024 16:45:30,team1,,,0
10/02/2024 07:07:40,team1,73.0,1.0,1
10/06/2024 18:46:30,team1,103.0,2.0,2
10/07/2024 13:14:17,team1,174.0,1.0,0
10/01/2024 21:53:08,team1,35.0,5.0,5
10/04/2024 23:46:49,team1,173.0,4.0,3
10/05/2024 15:20:48,team1,190.0,,4
10/06/2024 08:15:44,team1,195.0,5.0,2
10/05/2024 06:38:56,team1,268.0,5.0,1
10/05/2024 10:19:15,team1,115.0,4.0,1
10/02/2024 11:12:12,team1,,1.0,1
10/06/2024 03:14:37,team1,281.0,,3
10/07/2024 22:33:14,team1,,4.0,4
10/09/2024 02:11:18,team1,,4.0,5
10/04/2024 15:35:00,team1,45.0,2.0,3
10/02/2024 00:12:39,team1,84.0,1.0,3
10/03/2024 02:53:51,team1,,,0
10/05/2024 01:28:21,team1,194.0,,1
10/03/2024 19:28:19,team1,222.0,5.0,3
10/08/2024 17:29:49,team1,34.0,,3
10/03/2024 23:09:11,team1,,2.0,2
10/08/2024 23:24:10,team1,8.0,,3
10/09/2024 11:13:01,team1,250.0,3.0,2
10/05/2024 15:28:19,team1,,,3
10/05/2024 22:50:40,team1,,1.0,5
10/01/2024 21:54:36,team1,197.0,,0
10/02/2024 22:36:40,team1,213.0,,2
10/05/2024 09:11:56,team1,231.0,1.0,4
10/02/2024 16:47:44,team1,,,3
10/01/2024 04:55:15,team1,297.0,,5
10/09/2024 08:59:02,team1,67.0,2.0,4
10/07/2024 06:54:26,team1,276.0,,5
10/03/2024 13:42:19,team1,,,3
10/01/2024 22:36:46,team1,105.0,,0
10/01/2024 10:36:16,team1,68.0,2.0,3
10/07/2024 20:32:58,team1,41.0,5.0,1
10/02/2024 14:34:31,team1,193.0,,3
10/07/2024 17:05:55,team1,,5.0,0
10/07/2024 09:24:44,team1,275.0,,4
10/08/2024 01:23:32,team1,300.0,,4
10/08/2024 22:44:35,team1,97.0,,4
10/01/2024 17:22:24,team1,39.0,1.0,0
10/06/2024 17:54:29,team1,35.0,1.0,0
10/01/2024 09:06:06,team1,,,5
10/06/2024 03:55:37,team1,20.0,1.0,4
10/06/2024 08:07:50,team1,,3.0,0
