timestamp,team_id,resolution_time,customer_satisfaction,status
10/01/2024 07:09:37,team5,200.0,,3
10/03/2024 21:24:20,team5,,4.0,0
10/08/2024 15:05:45,team5,248.0,,3
10/04/2024 20:52:24,team5,,3.0,0
10/04/2024 20:37:24,team5,99.0,5.0,2
10/02/2024 23:26:09,team5,,,3
10/04/2024 18:37:17,team5,186.0,5.0,3
10/09/2024 00:27:21,team5,30.0,1.0,2
10/09/2024 09:32:38,team5,7.0,,0
10/05/2024 05:48:41,team5,258.0,1.0,2
10/07/2024 21:33:53,team5,,,0
10/02/2024 11:34:50,team5,,3.0,0
10/05/2024 20:40:52,team5,,,4
10/09/2024 07:54:16,team5,62.0,5.0,0
10/01/2024 00:26:28,team5,203.0,,2
10/03/2024 12:28:26,team5,88.0,,5
10/07/2024 03:31:55,team5,,,4
10/01/2024 23:06:48,team5,49.0,,3
10/05/2024 10:25:28,team5,66.0,4.0,5
10/02/2024 20:56:51,team5,,3.0,2
10/06/2024 02:45:09,team5,248.0,4.0,4
10/01/2024 11:08:05,team5,105.0,5.0,1
10/07/2024 13:44:20,team5,237.0,2.0,0
10/05/2024 17:12:18,team5,77.0,1.0,0
10/04/2024 20:24:39,team5,46.0,2.0,3
10/03/2024 06:09:44,team5,36.0,,1
10/07/2024 10:55:32,team5,,,1
10/07/2024 09:18:31,team5,,1.0,2
10/08/2024 20:48:09,team5,,2.0,1
10/07/2024 23:50:33,team5,39.0,4.0,5
10/04/2024 00:52:12,team5,37.0,1.0,5
10/02/2024 10:08:12,team5,,2.0,4
10/05/2024 16:27:22,team5,270.0,4.0,2
10/04/2024 01:20:30,team5,19.0,5.0,0
10/04/2024 09:43:09,team5,,4.0,3
10/01/2024 10:47:10,team5,282.0,,2
10/03/2024 00:43:39,team5,77.0,2.0,3
10/05/2024 17:56:44,team5,17.0,5.0,0
10/05/2024 11:34:06,team5,107.0,,5
10/03/2024 04:17:12,team5,83.0,4.0,2
10/03/2024 16:00:10,team5,,,0
10/09/2024 05:10:56,team5,116.0,2.0,3
10/05/2024 01:22:55,team5,179.0,4.0,5
10/09/2024 08:44:35,team5,120.0,,0
10/05/2024 16:09:50,team5,18.0,,1
10/04/2024 23:18:58,team5,21.0,2.0,1
10/04/2024 08:43:02,team5,103.0,1.0,3
10/06/2024 07:32:33,team5,237.0,4.0,2
10/02/2024 09:22:08,team5,192.0,1.0,1
10/02/2024 23:23:59,team5,180.0,,5
10/08/2024 17:46:13,team5,100.0,2.0,3
10/08/2024 00:08:42,team5,201.0,3.0,3
10/07/2024 19:31:11,team5,229.0,1.0,5
10/05/2024 09:04:36,team5,300.0,,2
10/03/2024 14:47:44,team5,52.0,3.0,4
10/06/2024 07:23:50,team5,,4.0,5
10/04/2024 07:36:26,team5,115.0,,5
10/05/2024 08:47:12,team5,164.0,5.0,4
10/05/2024 17:39:59,team5,,,2
10/03/2024 22:25:57,team5,40.0,1.0,3
10/01/2024 23:52:08,team5,153.0,,4
10/07/2024 08:08:12,team5,83.0,,1
10/04/2024 22:50:43,team5,,,3
10/07/2024 18:51:59,team5,97.0,4.0,2
10/02/2024 18:27:47,team5,41.0,5.0,4
10/02/2024 14:57:01,team5,252.0,2.0,0
10/07/2024 17:57:17,team5,242.0,1.0,2
10/06/2024 03:29:02,team5,,1.0,1
10/08/2024 21:10:09,team5,191.0,5.0,0
10/07/2024 04:23:00,team5,100.0,,2
10/04/2024 18:49:37,team5,296.0,2.0,5
10/08/2024 09:33:29,team5,,3.0,1
10/04/2024 18:59:18,team5,,3.0,0
10/04/2024 16:22:12,team5,,3.0,3
10/08/2024 08:42:44,team5,,1.0,2
10/04/2024 20:09:04,team5,100.0,,0
10/08/2024 17:30:49,team5,294.0,2.0,2
10/05/2024 00:02:52,team5,,,0
10/05/2024 13:57:03,team5,276.0,3.0,4
10/06/2024 20:30:20,team5,276.0,,2
10/03/2024 06:43:59,team5,286.0,3.0,3
10/05/2024 06:27:04,team5,120.0,4.0,0
10/05/2024 04:32:15,team5,,,3
10/07/2024 10:54:14,team5,,1.0,4
10/04/2024 01:01:47,team5,185.0,1.0,3
10/03/2024 20:35:17,team5,,4.0,1
10/05/2024 19:45:40,team5,,4.0,2
10/04/2024 07:10:45,team5,213.0,3.0,3
10/04/2024 03:48:59,team5,,3.0,5
10/06/2024 06:26:56,team5,,,0
10/07/2024 15:10:24,team5,87.0,2.0,5
10/01/2024 08:40:43,team5,,1.0,4
10/08/2024 13:08:31,team5,,1.0,4
10/03/2024 00:22:35,team5,10.0,3.0,5
10/01/2024 22:17:37,team5,178.0,3.0,4
10/04/2024 04:11:46,team5,11.0,5.0,2
10/07/2024 15:41:15,team5,203.0,2.0,0
10/09/2024 10:19:03,team5,53.0,3.0,4
10/05/2024 07:00:47,team5,32.0,3.0,1
10/08/2024 17:49:55,team5,228.0,,3
