timestamp,team_id,resolution_time,customer_satisfaction,status
10/07/2024 20:28:45,team2,66.0,5.0,4
10/01/2024 15:27:42,team2,,1.0,2
10/08/2024 18:24:19,team2,92.0,1.0,2
10/06/2024 23:12:22,team2,,2.0,0
10/01/2024 15:22:49,team2,,5.0,2
10/01/2024 22:56:45,team2,5.0,5.0,3
10/06/2024 05:45:52,team2,204.0,3.0,1
10/04/2024 01:38:43,team2,69.0,,3
10/03/2024 08:52:46,team2,44.0,2.0,1
10/02/2024 07:54:05,team2,225.0,,5
10/03/2024 19:19:09,team2,183.0,1.0,0
10/09/2024 02:28:21,team2,,,2
10/08/2024 14:30:45,team2,169.0,4.0,5
10/06/2024 22:16:44,team2,105.0,,1
10/05/2024 21:16:09,team2,164.0,1.0,4
10/04/2024 00:33:04,team2,14.0,,1
10/05/2024 01:43:49,team2,206.0,4.0,2
10/05/2024 00:50:53,team2,267.0,1.0,5
10/07/2024 07:39:28,team2,,3.0,3
10/06/2024 18:47:13,team2,116.0,2.0,5
10/05/2024 06:34:27,team2,,5.0,5
10/07/2024 21:54:44,team2,196.0,2.0,1
10/01/2024 19:58:28,team2,98.0,4.0,3
10/06/2024 04:21:06,team2,244.0,,3
10/06/2024 09:53:08,team2,,,3
10/02/2024 15:54:34,team2,84.0,5.0,1
10/08/2024 11:36:51,team2,211.0,,2
10/02/2024 13:32:13,team2,63.0,,5
10/03/2024 06:18:11,team2,,5.0,1
10/05/2024 11:17:07,team2,119.0,1.0,2
10/07/2024 10:11:35,team2,86.0,2.0,5
10/05/2024 01:52:02,team2,29.0,,1
10/08/2024 15:14:29,team2,,,3
10/04/2024 16:57:14,team2,,,2
10/05/2024 18:04:03,team2,75.0,2.0,2
10/08/2024 18:54:04,team2,,,0
10/03/2024 10:36:07,team2,282.0,,0
10/09/2024 09:11:32,team2,,,1
10/03/2024 06:03:51,team2,283.0,1.0,4
10/02/2024 18:24:48,team2,300.0,4.0,5
10/07/2024 09:34:26,team2,,5.0,0
10/04/2024 04:19:11,team2,289.0,3.0,3
10/03/2024 17:48:11,team2,,,0
10/08/2024 10:39:29,team2,73.0,,4
10/06/2024 12:31:32,team2,187.0,,4
10/04/2024 06:01:38,team2,298.0,4.0,4
10/05/2024 01:36:08,team2,253.0,1.0,2
10/02/2024 16:04:58,team2,233.0,4.0,5
10/01/2024 16:32:38,team2,115.0,5.0,3
10/07/2024 23:05:29,team2,255.0,4.0,2
10/07/2024 10:59:15,team2,103.0,1.0,5
10/05/2024 17:40:57,team2,259.0,4.0,2
10/04/2024 01:16:03,team2,198.0,2.0,0
10/02/2024 23:59:16,team2,,5.0,0
10/06/2024 19:25:54,team2,92.0,,5
10/01/2024 12:49:07,team2,,3.0,4
10/07/2024 16:51:31,team2,191.0,2.0,4
10/06/2024 14:05:12,team2,68.0,,3
10/05/2024 22:19:34,team2,,4.0,0
10/02/2024 23:46:24,team2,173.0,3.0,4
10/08/2024 14:22:15,team2,53.0,5.0,2
10/04/2024 14:36:39,team2,91.0,1.0,3
10/02/2024 07:46:57,team2,,2.0,3
10/02/2024 15:56:50,team2,22.0,5.0,0
10/03/2024 02:48:09,team2,,4.0,4
10/02/2024 02:07:11,team2,277.0,,2
10/07/2024 06:17:28,team2,28.0,5.0,2
10/02/2024 16:13:57,team2,30.0,5.0,4
10/06/2024 11:50:32,team2,237.0,,2
10/02/2024 20:14:14,team2,,,0
10/07/2024 23:49:22,team2,200.0,4.0,1
10/04/2024 04:57:45,team2,,2.0,2
10/01/2024 04:09:46,team2,,1.0,0
10/01/2024 22:27:59,team2,197.0,5.0,3
10/02/2024 10:00:53,team2,169.0,4.0,2
10/06/2024 10:55:33,team2,261.0,5.0,2
10/07/2024 14:17:06,team2,257.0,,4
10/08/2024 21:11:28,team2,,,4
10/05/2024 21:55:19,team2,,1.0,5
10/01/2024 20:06:22,team2,235.0,1.0,5
10/02/2024 21:41:32,team2,29.0,2.0,0
10/02/2024 03:56:30,team2,249.0,1.0,1
10/07/2024 06:29:21,team2,176.0,,2
10/01/2024 12:44:42,team2,30.0,,2
10/04/2024 08:30:32,team2,88.0,5.0,3
10/04/2024 23:54:25,team2,152.0,,3
10/01/2024 14:43:47,team2,,,3
10/06/2024 23:08:13,team2,16.0,5.0,3
10/07/2024 08:25:39,team2,177.0,,1
10/07/2024 12:31:42,team2,264.0,3.0,5
10/01/2024 19:49:50,team2,274.0,,3
10/05/2024 23:06:12,team2,,3.0,4
10/05/2024 15:03:30,team2,7.0,2.0,2
10/07/2024 07:35:52,team2,25.0,1.0,1
10/03/2024 15:14:58,team2,116.0,1.0,0
10/08/2024 05:17:15,team2,,1.0,4
10/01/2024 12:39:02,team2,47.0,2.0,5
10/04/2024 05:06:25,team2,,2.0,3
10/08/2024 00:43:34,team2,230.0,1.0,5
10/05/2024 21:24:08,team2,186.0,2.0,4
